+-----------------------+--------------------------------------------------------+------------------------------+--------+
| Mod name              | Registry name                                          | Entity class name            |     ID |
| Reliquary             | xreliquary:sand_shot                                   | EntitySandShot               |     10 |
| Reliquary             | xreliquary:seeker_shot                                 | EntitySeekerShot             |      9 |
| Reliquary             | xreliquary:special_snowball                            | EntitySpecialSnowball        |      2 |
| Reliquary             | xreliquary:storm_shot                                  | EntityStormShot              |     11 |
| Reliquary             | xreliquary:thrown_aphrodite                            | EntityAttractionPotion       |     12 |
| Reliquary             | xreliquary:thrown_fertility                            | EntityFertilePotion          |     21 |
| Reliquary             | xreliquary:thrown_potion                               | EntityThrownXRPotion         |     13 |
| Reliquary             | xreliquary:tipped arrow                                | EntityXRTippedArrow          |     24 |
| Roots 2               | roots:auspicious_point                                 | EntityAuspiciousPoint        |      0 |
| Roots 2               | roots:barrow                                           | EntityBarrow                 |     15 |
| Roots 2               | roots:blink_projectile                                 | EntityBlinkProjectile        |     19 |
| Roots 2               | roots:boost                                            | EntityBoost                  |      5 |
| Roots 2               | roots:deer                                             | EntityDeer                   |      6 |
| Roots 2               | roots:fairy                                            | EntityFairy                  |     17 |
| Roots 2               | roots:fairy_circle                                     | EntityFairyCircle            |     18 |
| Roots 2               | roots:fire_jet                                         | EntityFireJet                |      1 |
| Roots 2               | roots:flare                                            | EntityFlare                  |     11 |
| Roots 2               | roots:petal_shell                                      | EntityPetalShell             |      3 |
| Roots 2               | roots:ritual_fire_storm                                | EntityRitualFireStorm        |     10 |
| Roots 2               | roots:ritual_life                                      | EntityRitualLife             |      7 |
| Roots 2               | roots:ritual_light                                     | EntityRitualLight            |      9 |
| Roots 2               | roots:ritual_regrowth                                  | EntityRitualRegrowth         |     12 |
| Roots 2               | roots:ritual_storm                                     | EntityRitualStorm            |      8 |
| Roots 2               | roots:ritual_warden                                    | EntityRitualWarden           |     16 |
| Roots 2               | roots:ritual_windwall                                  | EntityRitualWindwall         |     13 |
| Roots 2               | roots:sprout                                           | EntitySprout                 |     14 |
| Roots 2               | roots:thorn_trap                                       | EntityThornTrap              |      2 |
| Roots 2               | roots:time_stop                                        | EntityTimeStop               |      4 |
| Rustic                | rustic:tomato                                          | EntityTomato                 |      0 |
| Scaling Health        | scalinghealth:blightfire                               | EntityBlightFire             |      0 |
| Soot                  | soot:firecloud                                         | EntityFireCloud              |      0 |
| Soot                  | soot:muse                                              | EntityMuse                   |      2 |
| Soot                  | soot:snowpoff                                          | EntitySnowpoff               |      1 |
| Spartan Weaponry      | spartanweaponry:arrow_diamond                          | EntityArrowDiamond           |      9 |
| Spartan Weaponry      | spartanweaponry:arrow_explosive                        | EntityArrowExplosive         |     10 |
| Spartan Weaponry      | spartanweaponry:arrow_iron                             | EntityArrowIron              |      8 |
| Spartan Weaponry      | spartanweaponry:arrow_wood                             | EntityArrowWood              |      7 |
| Spartan Weaponry      | spartanweaponry:bolt                                   | EntityBoltTipped             |      1 |
| Spartan Weaponry      | spartanweaponry:bolt_diamond                           | EntityBoltDiamond            |     13 |
| Spartan Weaponry      | spartanweaponry:bolt_specral                           | EntityBoltSpectral           |      2 |
| Spartan Weaponry      | spartanweaponry:boomerang_thrown                       | EntityBoomerang              |     11 |
| Spartan Weaponry      | spartanweaponry:dagger_thrown                          | EntityThrownWeapon           |      3 |
| Spartan Weaponry      | spartanweaponry:dynamite                               | EntityDynamite               |     12 |
| Spartan Weaponry      | spartanweaponry:javelin_thrown                         | EntityThrownJavelin          |      6 |
| Spartan Weaponry      | spartanweaponry:throwing_axe                           | EntityThrowingAxe            |      5 |
| Spartan Weaponry      | spartanweaponry:throwing_knife                         | EntityThrowingKnife          |      4 |
| The Beneath           | beneath:hand                                           | EntityHand                   |      2 |
| The Beneath           | beneath:shadow                                         | EntityShadow                 |      1 |
| The Betweenlands      | thebetweenlands:angler                                 | EntityAngler                 |      2 |
| The Betweenlands      | thebetweenlands:angry_pebble                           | EntityAngryPebble            |     59 |
| The Betweenlands      | thebetweenlands:bl_arrow                               | EntityBLArrow                |     23 |
| The Betweenlands      | thebetweenlands:bl_elexir                              | EntityElixir                 |     68 |
| The Betweenlands      | thebetweenlands:blind_cave_fish                        | EntityBlindCaveFish          |     33 |
| The Betweenlands      | thebetweenlands:blood_snail                            | EntityBloodSnail             |     18 |
| The Betweenlands      | thebetweenlands:chiromaw                               | EntityChiromaw               |     35 |
| The Betweenlands      | thebetweenlands:dark_druid                             | EntityDarkDruid              |      0 |
| The Betweenlands      | thebetweenlands:dragonfly                              | EntityDragonFly              |     16 |
| The Betweenlands      | thebetweenlands:dreadful_mummy                         | EntityDreadfulMummy          |     69 |
| The Betweenlands      | thebetweenlands:firefly                                | EntityFirefly                |     10 |
| The Betweenlands      | thebetweenlands:fortress_boss                          | EntityFortressBoss           |     60 |
| The Betweenlands      | thebetweenlands:fortress_boss_blockade                 | EntityFortressBossBlockade   |     63 |
| The Betweenlands      | thebetweenlands:fortress_boss_projectile               | EntityFortressBossProjectile |     64 |
| The Betweenlands      | thebetweenlands:fortress_boss_spawner                  | EntityFortressBossSpawner    |     62 |
| The Betweenlands      | thebetweenlands:fortress_boss_teleporter               | EntityFortressBossTeleporter |     66 |
| The Betweenlands      | thebetweenlands:fortress_boss_turret                   | EntityFortressBossTurret     |     65 |
| The Betweenlands      | thebetweenlands:frog                                   | EntityFrog                   |     37 |
| The Betweenlands      | thebetweenlands:gas_cloud                              | EntityGasCloud               |     42 |
| The Betweenlands      | thebetweenlands:gecko                                  | EntityGecko                  |     27 |
| The Betweenlands      | thebetweenlands:leech                                  | EntityLeech                  |     14 |
| The Betweenlands      | thebetweenlands:lurker                                 | EntityLurker                 |     25 |
| The Betweenlands      | thebetweenlands:mire_snail                             | EntityMireSnail              |     20 |
| The Betweenlands      | thebetweenlands:mire_snail_egg                         | EntityMireSnailEgg           |     22 |
| The Betweenlands      | thebetweenlands:mummy_arm                              | EntityMummyArm               |     58 |
| The Betweenlands      | thebetweenlands:peat_mummy                             | EntityPeatMummy              |     52 |
| The Betweenlands      | thebetweenlands:pyrad                                  | EntityPyrad                  |     49 |
| The Betweenlands      | thebetweenlands:pyrad_flame                            | EntityPyradFlame             |     51 |
| The Betweenlands      | thebetweenlands:rope_node                              | EntityRopeNode               |     57 |
| The Betweenlands      | thebetweenlands:shockwave_block                        | EntityShockwaveBlock         |     41 |
| The Betweenlands      | thebetweenlands:shockwave_sword_item                   | EntityShockwaveSwordItem     |     40 |
| The Betweenlands      | thebetweenlands:silt_crab                              | EntitySiltCrab               |     47 |
| The Betweenlands      | thebetweenlands:sludge                                 | EntitySludge                 |      4 |
| The Betweenlands      | thebetweenlands:sludge_ball                            | EntitySludgeBall             |     71 |
| The Betweenlands      | thebetweenlands:smoll_sludge                           | EntitySmollSludge            |     72 |
| The Betweenlands      | thebetweenlands:snail_poison_jet                       | EntitySnailPoisonJet         |     24 |
| The Betweenlands      | thebetweenlands:sporeling                              | EntitySporeling              |     12 |
| The Betweenlands      | thebetweenlands:swamp_hag                              | EntitySwampHag               |      6 |
| The Betweenlands      | thebetweenlands:sword_energy                           | EntitySwordEnergy            |     39 |
| The Betweenlands      | thebetweenlands:tar_beast                              | EntityTarBeast               |     45 |
| The Betweenlands      | thebetweenlands:tarminion                              | EntityTarminion              |     54 |
| The Betweenlands      | thebetweenlands:termite                                | EntityTermite                |     29 |
| The Betweenlands      | thebetweenlands:thrown_tarminion                       | EntityThrownTarminion        |     56 |
| The Betweenlands      | thebetweenlands:toad                                   | EntityGiantToad              |     31 |
| The Betweenlands      | thebetweenlands:volatile_soul                          | EntityVolatileSoul           |     44 |
| The Betweenlands      | thebetweenlands:weedwood_rowboat                       | EntityWeedwoodRowboat        |     67 |
| The Betweenlands      | thebetweenlands:wight                                  | EntityWight                  |      8 |
| The Twilight Forest   | twilightforest:adherent                                | EntityTFAdherent             |     56 |
| The Twilight Forest   | twilightforest:armored_giant                           | EntityTFArmoredGiant         |     53 |
| The Twilight Forest   | twilightforest:bighorn_sheep                           | EntityTFBighorn              |      1 |
| The Twilight Forest   | twilightforest:blockchain_goblin                       | EntityTFBlockGoblin          |     39 |
| The Twilight Forest   | twilightforest:boggard                                 | EntityTFBoggard              |     78 |
| The Twilight Forest   | twilightforest:bunny                                   | EntityTFBunny                |     17 |
| The Twilight Forest   | twilightforest:castle_guardian                         | EntityTFCastleGuardian       |     58 |
| The Twilight Forest   | twilightforest:chain_block                             | EntityTFChainBlock           |     75 |
| The Twilight Forest   | twilightforest:charm_effect                            | EntityTFCharmEffect          |     68 |
| The Twilight Forest   | twilightforest:cube_of_annihilation                    | EntityTFCubeOfAnnihilation   |     76 |
| The Twilight Forest   | twilightforest:death_tome                              | EntityTFDeathTome            |     22 |
| The Twilight Forest   | twilightforest:deer                                    | EntityTFDeer                 |      2 |
| The Twilight Forest   | twilightforest:falling_ice                             | EntityTFFallingIce           |     70 |
| The Twilight Forest   | twilightforest:fire_beetle                             | EntityTFFireBeetle           |     25 |
| The Twilight Forest   | twilightforest:firefly                                 | EntityTFMobileFirefly        |     32 |
| The Twilight Forest   | twilightforest:giant_miner                             | EntityTFGiantMiner           |     52 |
| The Twilight Forest   | twilightforest:goblin_knight_lower                     | EntityTFGoblinKnightLower    |     41 |
| The Twilight Forest   | twilightforest:goblin_knight_upper                     | EntityTFGoblinKnightUpper    |     40 |
| The Twilight Forest   | twilightforest:harbinger_cube                          | EntityTFHarbingerCube        |     55 |
| The Twilight Forest   | twilightforest:hedge_spider                            | EntityTFHedgeSpider          |      9 |
| The Twilight Forest   | twilightforest:helmet_crab                             | EntityTFHelmetCrab           |     42 |
| The Twilight Forest   | twilightforest:hostile_wolf                            | EntityTFHostileWolf          |      7 |
| The Twilight Forest   | twilightforest:hydra                                   | EntityTFHydra                |     10 |
| The Twilight Forest   | twilightforest:hydra_head                              | EntityTFHydraHead            |     59 |
| The Twilight Forest   | twilightforest:hydra_mortar                            | EntityTFHydraMortar          |     64 |
| The Twilight Forest   | twilightforest:ice_arrow                               | EntityIceArrow               |     73 |
| The Twilight Forest   | twilightforest:ice_crystal                             | EntityTFIceCrystal           |     54 |
| The Twilight Forest   | twilightforest:ice_snowball                            | EntityTFIceSnowball          |     74 |
| The Twilight Forest   | twilightforest:king_spider                             | EntityTFKingSpider           |     31 |
| The Twilight Forest   | twilightforest:knight_phantom                          | EntityTFKnightPhantom        |     43 |
| The Twilight Forest   | twilightforest:kobold                                  | EntityTFKobold               |     20 |
| The Twilight Forest   | twilightforest:lich                                    | EntityTFLich                 |     11 |
| The Twilight Forest   | twilightforest:lich_bolt                               | EntityTFLichBolt             |     61 |
| The Twilight Forest   | twilightforest:lich_bomb                               | EntityTFLichBomb             |     65 |
| The Twilight Forest   | twilightforest:lich_minion                             | EntityTFLichMinion           |     13 |
| The Twilight Forest   | twilightforest:loyal_zombie                            | EntityTFLoyalZombie          |     14 |
| The Twilight Forest   | twilightforest:maze_slime                              | EntityTFMazeSlime            |     28 |
| The Twilight Forest   | twilightforest:mini_ghast                              | EntityTFMiniGhast            |     33 |
| The Twilight Forest   | twilightforest:minoshroom                              | EntityTFMinoshroom           |     24 |
| The Twilight Forest   | twilightforest:minotaur                                | EntityTFMinotaur             |     23 |
| The Twilight Forest   | twilightforest:mist_wolf                               | EntityTFMistWolf             |     30 |
| The Twilight Forest   | twilightforest:moonworm_shot                           | EntityTFMoonwormShot         |     66 |
| The Twilight Forest   | twilightforest:mosquito_swarm                          | EntityTFMosquitoSwarm        |     21 |
| The Twilight Forest   | twilightforest:naga                                    | EntityTFNaga                 |      5 |
| The Twilight Forest   | twilightforest:nature_bolt                             | EntityTFNatureBolt           |     60 |
| The Twilight Forest   | twilightforest:penguin                                 | EntityTFPenguin              |     12 |
| The Twilight Forest   | twilightforest:pinch_beetle                            | EntityTFPinchBeetle          |     27 |
| The Twilight Forest   | twilightforest:quest_ram                               | EntityTFQuestRam             |     19 |
| The Twilight Forest   | twilightforest:raven                                   | EntityTFRaven                |     18 |
| The Twilight Forest   | twilightforest:redcap                                  | EntityTFRedcap               |      3 |
| The Twilight Forest   | twilightforest:redcap_sapper                           | EntityTFRedcapSapper         |     29 |
| The Twilight Forest   | twilightforest:roving_cube                             | EntityTFRovingCube           |     57 |
| The Twilight Forest   | twilightforest:seeker_arrow                            | EntitySeekerArrow            |     72 |
| The Twilight Forest   | twilightforest:skeleton_druid                          | EntityTFSkeletonDruid        |      6 |
| The Twilight Forest   | twilightforest:slider                                  | EntityTFSlideBlock           |     77 |
| The Twilight Forest   | twilightforest:slime_beetle                            | EntityTFSlimeBeetle          |     26 |
| The Twilight Forest   | twilightforest:slime_blob                              | EntityTFSlimeProjectile      |     67 |
| The Twilight Forest   | twilightforest:snow_guardian                           | EntityTFSnowGuardian         |     47 |
| The Twilight Forest   | twilightforest:snow_queen                              | EntityTFSnowQueen            |     50 |
| The Twilight Forest   | twilightforest:squirrel                                | EntityTFSquirrel             |     16 |
| The Twilight Forest   | twilightforest:stable_ice_core                         | EntityTFIceShooter           |     48 |
| The Twilight Forest   | twilightforest:swarm_spider                            | EntityTFSwarmSpider          |      4 |
| The Twilight Forest   | twilightforest:thrown_ice                              | EntityTFIceBomb              |     71 |
| The Twilight Forest   | twilightforest:thrown_wep                              | EntityTFThrownWep            |     69 |
| The Twilight Forest   | twilightforest:tiny_bird                               | EntityTFTinyBird             |     15 |
| The Twilight Forest   | twilightforest:tome_bolt                               | EntityTFTomeBolt             |     63 |
| The Twilight Forest   | twilightforest:tower_broodling                         | EntityTFTowerBroodling       |     37 |
| The Twilight Forest   | twilightforest:tower_ghast                             | EntityTFTowerGhast           |     34 |
| The Twilight Forest   | twilightforest:tower_golem                             | EntityTFTowerGolem           |     35 |
| The Twilight Forest   | twilightforest:tower_termite                           | EntityTFTowerTermite         |     36 |
| The Twilight Forest   | twilightforest:troll                                   | EntityTFTroll                |     51 |
| The Twilight Forest   | twilightforest:unstable_ice_core                       | EntityTFIceExploder          |     49 |
| The Twilight Forest   | twilightforest:ur_ghast                                | EntityTFUrGhast              |     38 |
| The Twilight Forest   | twilightforest:wand_bolt                               | EntityTFTwilightWandBolt     |     62 |
| The Twilight Forest   | twilightforest:wild_boar                               | EntityTFBoar                 |      0 |
| The Twilight Forest   | twilightforest:winter_wolf                             | EntityTFWinterWolf           |     46 |
| The Twilight Forest   | twilightforest:wraith                                  | EntityTFWraith               |      8 |
| The Twilight Forest   | twilightforest:yeti                                    | EntityTFYeti                 |     44 |
| The Twilight Forest   | twilightforest:yeti_alpha                              | EntityTFYetiAlpha            |     45 |
| Thermal Dynamics      | thermaldynamics:transport                              | EntityTransport              |      0 |
| Thermal Expansion     | thermalexpansion:florb                                 | EntityFlorb                  |      0 |
| Thermal Expansion     | thermalexpansion:morb                                  | EntityMorb                   |      1 |
| Thermal Foundation    | thermalfoundation:basalz                               | EntityBasalz                 |      2 |
| Thermal Foundation    | thermalfoundation:basalz_bolt                          | EntityBasalzBolt             |      5 |
| Thermal Foundation    | thermalfoundation:blitz                                | EntityBlitz                  |      1 |
| Thermal Foundation    | thermalfoundation:blitz_bolt                           | EntityBlitzBolt              |      4 |
| Thermal Foundation    | thermalfoundation:blizz                                | EntityBlizz                  |      0 |
| Thermal Foundation    | thermalfoundation:blizz_bolt                           | EntityBlizzBolt              |      3 |
| Tropicraft            | tropicraft:ashen                                       | EntityAshenHunter            |     13 |
| Tropicraft            | tropicraft:beach_chair                                 | EntityChair                  |      9 |
| Tropicraft            | tropicraft:beach_float                                 | EntityBeachFloat             |     11 |
| Tropicraft            | tropicraft:beach_umbrella                              | EntityUmbrella               |     10 |
| Tropicraft            | tropicraft:coconut_bomb                                | EntityCoconutGrenade         |     12 |
| Tropicraft            | tropicraft:dolphin                                     | EntityDolphin                |     31 |
| Tropicraft            | tropicraft:eagleray                                    | EntityEagleRay               |     27 |
| Tropicraft            | tropicraft:eih                                         | EntityEIH                    |      0 |
| Tropicraft            | tropicraft:failgull                                    | EntityFailgull               |      8 |
| Tropicraft            | tropicraft:fish                                        | EntityTropicalFish           |     25 |
| Tropicraft            | tropicraft:hammerhead                                  | EntityShark                  |     32 |
| Tropicraft            | tropicraft:iguana                                      | EntityIguana                 |      2 |
| Tropicraft            | tropicraft:koa                                         | EntityKoaHunter              |     22 |
| Tropicraft            | tropicraft:lavaball                                    | EntityLavaBall               |      7 |
| Tropicraft            | tropicraft:lost_mask                                   | EntityLostMask               |     14 |
| Tropicraft            | tropicraft:marlin                                      | EntityMarlin                 |     28 |
| Tropicraft            | tropicraft:monkey                                      | EntityVMonkey                |      5 |
| Tropicraft            | tropicraft:mow                                         | EntityManOWar                |     15 |
| Tropicraft            | tropicraft:piranha                                     | EntityPiranha                |     29 |
| Tropicraft            | tropicraft:poisonblot                                  | EntityPoisonBlot             |      6 |
| Tropicraft            | tropicraft:sardine                                     | EntityRiverSardine           |     30 |
| Tropicraft            | tropicraft:sea_turtle_egg                              | EntitySeaTurtleEgg           |     23 |
| Tropicraft            | tropicraft:seahorse                                    | EntitySeahorse               |     26 |
| Tropicraft            | tropicraft:seaurchin                                   | EntitySeaUrchin              |     16 |
| Tropicraft            | tropicraft:seaurchinegg                                | EntitySeaUrchinEgg           |     17 |
| Tropicraft            | tropicraft:starfish                                    | EntityStarfish               |     18 |
| Tropicraft            | tropicraft:starfishegg                                 | EntityStarfishEgg            |     19 |
| Tropicraft            | tropicraft:tc_item_frame                               | EntityBambooItemFrame        |     20 |
| Tropicraft            | tropicraft:treefrog                                    | EntityTreeFrog               |      3 |
| Tropicraft            | tropicraft:tropicreeper                                | EntityTropiCreeper           |      1 |
| Tropicraft            | tropicraft:tropifishhook                               | EntityFishHook               |     33 |
| Tropicraft            | tropicraft:tropihook                                   | EntityHook                   |     34 |
| Tropicraft            | tropicraft:tropiskelly                                 | EntityTropiSkeleton          |      4 |
| Tropicraft            | tropicraft:tropispider                                 | EntityTropiSpider            |     35 |
| Tropicraft            | tropicraft:tropispideregg                              | EntityTropiSpiderEgg         |     36 |
| Tropicraft            | tropicraft:turtle                                      | EntitySeaTurtle              |     24 |
| Tropicraft            | tropicraft:wall_item                                   | EntityWallItem               |     21 |
| ViesCraft             | vc:entity_airship                                      | EntityAirshipCore            |      2 |
| ViesCraft             | vc:entity_bomb_big                                     | EntityBombBig                |      4 |
| ViesCraft             | vc:entity_bomb_scatter                                 | EntityBombScatter            |      5 |
| ViesCraft             | vc:entity_bomb_small                                   | EntityBombSmall              |      3 |
| ViesCraft             | vc:entity_thrown_airship                               | EntityThrownAirship          |      1 |
+-----------------------+--------------------------------------------------------+------------------------------+--------+
| Mod name              | Registry name                                          | Entity class name            |     ID |
+-----------------------+--------------------------------------------------------+------------------------------+--------+
